date,headline,print_headline,abstract,snippet,lead_paragraph
2007-09-19,Isolation of Gaza Chokes Off Trade,"Isolated, Gaza Traders Wither, Both Underground and Above","With Gaza almost entirely shut off from normal trade, Palestinian businesses are enduring a deep depression.","With Gaza almost entirely shut off from normal trade, Palestinian businesses are enduring a deep depression.","KARNI CROSSING, Gaza — One man runs a large clothing business started by his mother. The other runs an illegal smuggling business started by his father. One deals in clothes, the other in weapons and explosives."
2007-09-20,NBC to Offer Downloads of Its Shows,NBC Will Offer Its Shows Free For Downloads,NBC Universal announced plans for a service to make popular NBC programs available free for computers and other devices.,NBC Universal announced plans for a service to make popular NBC programs available free for computers and other devices.,NBC Universal said yesterday that it would soon permit consumers to download many of NBC’s most popular programs free to personal computers and other devices for one week immediately after their broadcasts.
2007-09-23,Nuance and Resolve in Rulings by Attorney General Nominee,Nuance and Resolve in Rulings By Attorney General Nominee,A look at 18 years of Judge Michael B. Mukasey’s opinions reveals a complex temperament and legal philosophy.,A look at 18 years of Judge Michael B. Mukasey’s opinions reveals a complex temperament and legal philosophy.,"In his 18 years on the federal bench, Judge Michael B. Mukasey issued more than 1,500 decisions concerning matters as cataclysmic as the Holocaust and as mundane as milk, beer and cigarettes. "
2007-09-24,Glimpses of a Shadowy World in Pakistan,"In Terror Detention, Glimpses Of Shadowy World in Pakistan",The arrest of a Pakistani-born German citizen offers glimpses of the traffic into the tribal areas of Pakistan and the attempt by the authorities to monitor it.,The arrest of a Pakistani-born German citizen offers glimpses of the traffic into the tribal areas of Pakistan and the attempt by the authorities to monitor it.,"STUTTGART, Germany, Sept. 17 — Aleem Nasir, a 45-year-old German citizen who was held for two months this summer in Pakistan and interrogated by Pakistani and Western agents about terrorism-related activities, concedes that “they have their right to be worried about me.”"
2007-09-27,Myanmar Raids Monasteries Before Dawn,"Myanmar Attacks Protesters, Arresting Monks","Security forces in Myanmar went into at least two Buddhist monasteries early today, beating and arresting dozens of monks.","Security forces in Myanmar went into at least two Buddhist monasteries early today, beating and arresting dozens of monks.","BANGKOK, Sept. 27 — Beginning the second day of their crackdown on nationwide protests in Myanmar before dawn today, security forces raided at least two Buddhist monasteries, beating and arresting dozens of monks, according to reports from the capital, Yangon."
2007-09-28,New Test Asks: What Does ‘American’ Mean?,Tough Question for a New Test: What Does ‘American’ Mean?,Authorities unveiled 100 new questions that immigrants will have to study to become American citizens.,Authorities unveiled 100 new questions that immigrants will have to study to become American citizens.,"Patrick Henry and Francis Scott Key are out, but Susan B. Anthony and Nancy Pelosi are in. The White House was cut, but New York and Sept. 11 made the list."
2007-10-01,Exoneration Using DNA Brings Change in Legal System,DNA Exoneration Leads to Change In Legal System,All but eight states now give inmates access to DNA evidence that might not have been available at the time of their convictions.,All but eight states now give inmates access to DNA evidence that might not have been available at the time of their convictions.,State lawmakers across the country are adopting broad changes to criminal justice procedures as a response to the exoneration of more than 200 convicts through the use of DNA evidence.
2007-10-02,Write-Downs by Big Banks Spark Rally,Banks Admit Loan Losses; Stocks Rally,"Wall Street’s banking giants started to admit their problems, and investors took the disclosures as a sign that the worst may be over.","Wall Street’s banking giants started to admit their problems, and investors took the disclosures as a sign that the worst may be over.","Wall Street’s banking giants started yesterday to admit their problems, which began in the mortgage lending business and led to a summer of wild stock market swings."
2007-10-04,"Monks Are Silenced, and for Now, Internet Is, Too","Monks Are Silenced, and for Now, the Web Is, Too","After smuggled images jeopardized their crackdown on demonstrators, Myanmar’s generals cut off the Internet.","After smuggled images jeopardized their crackdown on demonstrators, Myanmar’s generals cut off the Internet.","BANGKOK, Oct. 3 — It was about as simple and uncomplicated as shooting demonstrators in the streets. Embarrassed by smuggled video and photographs that showed their people rising up against them, the generals who run Myanmar simply switched off the Internet."
2007-10-05,Olympic Champion Acknowledges Use of Steroids,"In Plea, Track Star Will Admit To Using Steroids, Lawyers Say","Marion Jones is expected to plead guilty to lying to federal agents about her use of steroids, two attorneys said.","Marion Jones is expected to plead guilty to lying to federal agents about her use of steroids, two attorneys said."," The former track star Marion Jones, one of the most accomplished female athletes in the world, is expected to plead guilty today to lying to federal agents about her use of performance-enhancing drugs, two lawyers connected with the case said yesterday. The admission would end years of denial and would likely lead to her being stripped of the record five medals she won in the 2000 Olympics in Sydney, Australia."
2007-10-06,Life of Comfort and Pain Ends in an Airport Cell,Life of Comfort and Pain Ends in an Airport Cell,Behind Carol Gotbaum’s death in custody of the Phoenix police is a story of a wife and mother fighting her demons.,Behind Carol Gotbaum’s death in custody of the Phoenix police is a story of a wife and mother fighting her demons.,"Last Nov. 1, Noah Gotbaum phoned his father and stepmother to say that he had just discovered his wife, Carol, drunk and passed out in their town house on West 95th Street. An ambulance, he told them, was rushing her to St. Luke’s-Roosevelt Hospital Center."
2007-10-09,"Britain to Halve 
Its Force in Iraq",Britain to Halve Its Force in Iraq By Spring of ’08,The move suggests that the alliance on Iraq forged between former Prime Minister Tony Blair and Washington is unraveling.,The move suggests that the alliance on Iraq forged between former Prime Minister Tony Blair and Washington is unraveling.,"LONDON, Oct. 8 — Prime Minister Gordon Brown told the House of Commons on Monday that he would remove half of the 5,000 British troops in Iraq by next spring, and left open the strong possibility that all British soldiers would leave Iraq by the end of 2008. "
2007-10-10,Romney and Giuliani Spar as New Guy Looks On,Romney and Giuliani Spar as New Guy Looks On,"The debate marked the debut of Fred D. Thompson, who often found himself a bystander as Rudolph W. Giuliani and Mitt Romney attacked each other.","The debate marked the debut of Fred D. Thompson, who often found himself a bystander as Rudolph W. Giuliani and Mitt Romney attacked each other.","Rudolph W. Giuliani of New York and Mitt Romney of Massachusetts tangled over taxes and government spending yesterday as the Republican presidential candidates debated in Michigan, highlighting the way in which their increasingly fierce confrontation is starting to dominate the race for their party’s nomination."
